3.450536567	2.026162589
2.492319162	1.169385644
1.864524611	0.846694724
1.827308245	1.085034403
1.123285276	0.488294613
2.930588995	1.468604016
2.554462387	1.103695177
1.431531908	0.850832043
3.288544667	1.783881427
1.078551862	0.52426521
2.149022429	0.955482946
3.724255833	1.941073583
3.135743275	1.562193956
2.229335397	1.184762839
2.466944314	1.321750813
2.807639816	1.449202936
2.570996345	1.372417636
2.216462241	1.263094308
3.718330761	1.963091536
1.127361102	0.493606201
1.635913154	0.78566725
4.280680724	2.222902307
1.084603356	0.698530552
4.554112841	2.031975362
4.075683078	1.994017319
1.870094803	1.178490401
4.42058647	2.071560371
2.936773719	1.498995707
2.578661752	1.182753474
4.031419836	1.984312739
2.210999361	1.276356343
2.585565138	1.25480337
1.938996596	0.823639559
2.694077486	1.208600371
1.243666237	0.643255317
1.343067353	0.710458052
1.661156308	0.917107989
3.466026963	1.734254524
3.708784254	1.949503996
4.070417376	2.126548469
4.160533898	2.016444608
2.351682899	1.207486114
4.201659285	2.200585917
2.814257611	1.433013415
1.707522925	0.718063539
1.343757546	0.667940759
3.351659909	1.594085252
3.016551258	1.489089543
2.989374084	1.291491635
3.136702351	1.80786624
